id,price,availability_365
414,249,365
415,120,338
416,179,85
417,53,346
418,115,51
419,70,320
420,159,282
421,209,363
422,50,310
423,175,334
424,130,365
425,329,365
426,64,86
427,70,363
428,80,347
429,800,365
430,41,357
431,55,365
432,65,365
433,42,61
434,60,365
435,39,217
436,300,275
437,100,128
438,60,316
439,140,316
440,95,347
441,150,48
442,214,348
443,129,327
444,100,1
445,120,364
446,399,286
447,84,156
448,110,111
449,200,126
450,120,316
451,83,317
452,79,363
453,299,293
454,207,27
455,55,328
456,85,345
457,135,2
458,100,0
459,70,346
460,100,0
461,230,304
462,140,115
463,495,365
464,115,285
465,65,31
466,115,25
467,99,358
468,158,131
469,399,308
470,150,274
471,289,365
472,150,129
473,350,57
474,298,47
475,70,364
476,130,89
477,100,242
478,125,28
479,150,237
480,95,145
481,130,342
482,250,0
483,175,25
484,69,0
485,175,357
486,85,217
487,180,228
488,150,345
489,139,320
490,111,343
491,95,1
492,85,363
493,115,283
494,199,351
495,150,252
496,115,225
497,99,273
498,85,273
499,193,136
500,298,47
501,63,354
502,299,334
503,185,361
504,120,0
505,125,65
506,110,275
507,93,291
508,80,63
509,195,283
510,90,332
511,250,101
512,225,364
513,135,296
514,259,365
515,60,274
516,60,215
517,100,311
518,100,30
519,109,96
520,312,330
521,175,364
522,375,18
523,71,352
524,110,14
525,75,88
526,150,327
527,120,325
528,119,341
529,200,336
530,600,355
531,175,364
532,119,25
533,209,310
534,135,263
535,45,0
536,250,338
537,80,311
538,110,7
539,150,329
540,105,359
541,119,353
542,90,67
543,340,65
544,180,291
545,265,340
546,105,112
547,240,365
548,98,329
549,112,153
550,110,315
551,140,334
552,70,358
553,229,341
554,162,343
555,102,26
556,73,65
557,190,238
558,149,331
559,80,364
560,99,152
561,120,274
562,150,49
563,599,346
564,62,28
565,50,242
566,240,363
567,139,357
568,150,365
569,250,20
570,68,30
571,299,354
572,720,340
573,200,336
574,71,97
575,125,33
576,145,304
577,130,21
578,185,364
579,225,324
580,130,111
581,178,347
582,80,180
583,90,349
584,125,276
585,120,337
586,80,15
587,100,342
588,105,24
589,128,343
590,300,355
591,275,65
592,200,237
593,280,334
594,99,143
595,175,300
596,97,57
597,130,341
598,215,364
599,75,281
600,185,364
601,70,356
602,97,292
603,130,310
604,120,288
605,110,272
606,225,334
607,140,340
608,160,208
609,125,311
610,150,365
611,90,5
612,1250,365
613,390,161
614,100,346
615,150,357
616,95,78
617,250,347
618,65,350
619,70,324
620,290,282
621,120,331
622,130,124
623,84,152
624,129,71
625,125,104
626,150,273
627,130,107
628,210,361
629,497,332
630,100,0
631,300,276
632,108,354
633,300,76
634,75,38
635,120,8
636,249,365
637,100,358
638,125,348
639,145,348
640,330,35
641,60,98
642,69,232
643,130,342
644,129,143
645,249,365
646,79,61
647,164,261
648,164,71
649,299,357
650,130,166
651,125,275
652,190,15
653,125,0
654,65,353
655,75,0
656,85,174
657,229,47
658,500,332
659,250,164
660,117,0
661,298,149
662,200,325
663,110,63
664,120,327
665,450,338
666,99,302
667,275,104
668,185,364
669,120,17
670,150,255
671,121,316
672,75,267
673,105,152
674,150,48
675,100,288
676,249,365
677,275,308
678,160,5
679,475,352
680,115,338
681,45,360
682,150,275
683,90,361
684,217,341
685,97,317
686,399,320
687,118,154
688,130,327
689,36,352
690,100,273
691,125,32
692,300,342
693,199,359
694,150,63
695,125,73
696,110,36
697,320,342
698,88,295
699,329,212
700,99,0
701,59,325
702,70,339
703,75,332
704,70,358
705,1300,365
706,58,365
707,55,289
708,47,164
709,60,111
710,135,271
711,89,325
712,150,363
713,65,365
714,109,345
715,99,351
716,69,239
717,300,88
718,114,183
719,100,211
720,69,301
721,350,59
722,100,335
723,115,365
724,99,354
725,43,46
726,50,37
727,380,361
728,80,90
729,149,346
730,39,34
731,50,331
732,115,344
733,850,365
734,58,365
735,650,81
736,150,266
737,99,360
738,110,343
739,40,95
740,110,315
741,165,363
742,600,363
743,299,98
744,120,116
745,260,277
746,125,323
747,500,248
748,175,365
749,33,164
750,40,137
751,60,365
752,33,327
753,50,363
754,49,365
755,38,162
756,65,362
757,49,0
758,59,51
759,200,308
760,113,347
761,250,359
762,65,321
763,169,16
764,1000,364
765,99,33
766,145,122
767,115,356
768,100,356
769,55,219
770,55,365
771,34,352
772,99,342
773,105,0
774,125,362
775,44,280
776,67,68
777,43,361
778,30,0
779,192,348
780,46,66
781,95,287
782,175,352
783,65,346
784,79,259
785,99,365
786,99,365
787,299,358
788,135,365
789,59,75
790,94,333
791,99,337
792,70,173
793,140,130
794,95,33
795,71,156
796,74,332
797,129,363
798,150,365
799,70,358
800,60,328
801,79,348
802,79,319
803,120,90
804,75,319
805,120,359
806,350,87
807,85,59
808,75,355
809,215,192
810,96,350
811,165,192
812,239,277
813,72,104
814,60,339
815,90,322
816,128,209
817,150,363
818,75,363
819,350,348
820,195,361
821,95,336
822,350,79
823,85,355
824,139,215
825,650,75
826,550,318
827,115,80
828,500,88
829,155,334
830,178,347
831,155,352
832,155,341
833,99,13
834,165,365
835,375,336
836,175,350
837,60,314
838,120,291
839,300,354
840,130,301
841,300,351
842,100,224
843,120,339
844,325,275
845,180,185
846,350,350
847,70,0
848,85,319
849,225,343
850,474,273
851,110,352
852,109,154
853,300,303
854,775,264
855,140,307
856,595,353
857,249,333
858,110,32
859,60,314
860,201,0
861,95,336
862,975,317
863,179,179
864,375,191
865,125,356
866,120,333
867,200,358
868,129,317
869,225,330
870,185,328
871,299,215
872,65,329
873,600,216
874,375,357
875,122,318
876,300,275
877,100,195
878,569,301
879,124,74
880,150,159
881,175,163
882,105,230
884,78,31
885,198,341
886,110,0
887,195,338
888,249,158
889,161,344
890,135,351
891,185,71
892,104,352
893,75,315
894,139,215
895,350,355
896,239,78
897,450,341
898,129,296
899,100,51
900,200,290
901,130,109
902,179,327
903,450,365
904,475,257
905,95,258
906,95,360
907,450,281
908,90,276
909,170,306
910,120,61
911,415,349
912,175,76
913,400,268
914,65,292
915,65,115
916,515,320
917,135,311
918,120,115
919,180,361
920,500,320
921,189,361
922,118,321
923,439,280
924,220,345
925,300,312
926,165,363
927,90,294
928,185,123
929,125,348
930,120,25
931,100,167
932,110,0
933,110,321
934,135,335
935,220,365
936,75,0
937,112,330
938,40,53
939,250,259
940,150,331
941,96,326
942,113,318
943,149,331
944,125,275
945,139,317
946,149,43
947,179,208
948,120,13
949,120,282
950,135,10
951,99,361
952,220,304
953,150,322
954,120,347
955,36,343
956,150,359
957,172,77
958,70,14
959,99,148
960,127,351
961,165,351
962,215,353
963,269,365
964,119,23
965,150,0
966,145,300
967,110,55
968,88,8
969,74,265
970,99,18
971,111,328
972,132,328
973,175,348
974,129,337
975,110,309
976,110,275
977,95,168
978,95,303
979,199,345
980,149,80
981,203,1
982,200,46
983,90,175
984,99,339
985,240,355
986,259,351
987,100,275
988,300,292
989,150,345
990,119,346
991,145,150
992,418,365
993,129,1
994,210,359
995,299,365
996,222,0
997,115,337
998,115,184
999,99,113
1000,100,352
1001,130,11
1002,139,0
1003,75,322
1004,99,19
1005,98,319
1006,115,64
1007,215,275
1008,179,78
1009,199,169
1010,140,264
1011,195,364
1012,115,287
1013,99,345
1014,185,352
1015,199,354
1016,139,275
1017,225,345
1018,149,365
1019,36,323
1020,94,91
1021,169,365
1022,175,0
1023,150,364
1024,180,73
1025,120,56
1026,115,339
1027,170,25
1028,100,356
1029,300,323
1030,150,5
1031,85,114
1032,69,37
1033,69,66
1034,75,352
1035,99,274
1036,149,289
1037,100,268
1038,130,269
1039,90,320
1040,149,244
1041,299,344
1042,135,80
1043,150,62
1044,199,329
1045,89,0
1046,180,336
1047,240,347
1048,95,28
1049,149,315
1050,90,32
1051,149,345
1052,74,10
1053,170,0
1054,190,306
1055,145,365
1056,109,351
1057,105,279
1058,160,59
1059,219,88
1060,89,279
1061,120,157
1062,36,336
1063,95,242
1064,120,295
1065,100,233
1066,99,91
1067,100,211
1068,98,238
1069,143,0
1070,145,260
1071,150,176
1072,120,293
1073,120,292
1074,85,349
1075,125,4
1076,142,269
1077,525,352
1078,159,332
1079,170,305
1080,50,66
1081,246,57
1082,75,62
1083,99,37
1084,90,6
1085,229,76
1086,149,110
1087,136,134
1088,250,0
1089,100,10
1090,100,0
1091,120,27
1092,175,361
1093,122,43
1094,177,329
1095,169,345
1096,85,37
1097,100,296
1098,200,133
1099,105,120
1100,99,312
1101,100,275
1102,189,348
1103,120,282
1104,95,343
1105,150,270
1106,175,364
1107,150,110
1108,160,56
1109,79,0
1110,85,176
1111,150,73
1112,90,69
1113,100,352
1114,150,121
1115,100,0
1116,215,238
1117,95,53
1118,130,338
1119,125,303
1120,130,360
1121,120,286
1122,105,0
1123,176,307
1124,495,319
1125,110,328
1126,99,152
1127,135,333
1128,65,274
1129,110,2
1130,105,334
1131,119,220
1132,99,272
1133,225,361
1134,105,296
1135,140,329
1136,125,52
1137,250,60
1138,90,271
1139,70,295
1140,200,272
1141,215,54
1142,135,338
1143,120,60
1144,90,48
1145,259,365
1146,125,295
1147,125,321
1148,84,22
1149,99,246
1150,100,0
1151,149,326
1152,168,304
1153,99,290
1154,120,311
1155,120,147
1156,121,310
1157,229,335
1158,85,314
1159,300,365
1160,75,311
1161,177,324
1162,95,357
1163,125,288
1164,89,345
1165,175,347
1166,100,272
1167,150,19
1168,100,77
1169,300,149
1170,75,271
1171,89,1
1172,120,10
1173,116,81
1174,125,144
1175,90,204
1176,129,333
1177,175,320
1178,200,331
1179,97,46
1180,105,55
1181,40,175
1182,105,290
1183,175,355
1184,95,279
1185,148,324
1186,68,320
1187,79,91
1188,132,75
1189,140,258
1190,125,30
1191,107,179
1192,199,134
1193,105,280
1194,159,350
1195,129,332
1196,168,332
1197,169,250
1198,100,163
1199,78,59
1200,120,50
1201,90,304
1202,200,349
1203,85,334
1204,85,209
1205,125,214
1206,150,106
1207,90,333
1208,99,169
1209,139,345
1210,174,337
1211,99,16
1212,150,58
1213,66,1
1214,84,13
1215,100,176
1216,700,1
1217,110,192
1218,85,345
1219,41,356
1220,109,186
1221,175,0
1222,80,319
1223,150,283
1224,299,105
1225,499,365
1226,100,24
1227,159,334
1228,175,21
1229,64,336
1230,80,353
1231,50,270
1232,200,211
1233,140,8
1234,145,292
1235,110,352
1236,128,0
1237,215,358
1238,115,10
1239,68,27
1240,129,21
1241,120,302
1242,75,311
1243,140,249
1244,125,35
1245,99,17
1246,250,91
1247,100,292
1248,209,342
1249,196,338
1250,83,155
1251,60,272
1252,67,340
1253,125,323
1254,95,280
1255,695,62
1256,120,30
1257,150,276
1258,135,31
1259,126,0
1260,101,127
1261,135,256
1262,135,25
1263,179,157
1264,220,337
1265,100,274
1266,99,363
1267,110,180
1268,99,138
1269,399,145
1270,115,336
1271,105,279
1272,159,276
1273,85,330
1274,140,32
1275,137,29
1276,89,334
1277,149,279
1278,1200,359
1279,85,185
1280,140,322
1281,125,136
1282,200,348
1283,99,0
1284,170,317
1285,160,350
1286,210,244
1287,130,119
1288,99,32
1289,110,314
1290,168,275
1291,98,26
1292,134,321
1293,100,23
1294,199,335
1295,95,323
1296,98,336
1297,70,41
1298,130,169
1299,140,342
1300,69,307
1301,75,42
1302,175,361
1303,225,365
1304,145,341
1305,130,3
1306,100,67
1307,195,364
1308,85,155
1309,135,164
1310,70,252
1311,77,365
1312,100,30
1313,95,347
1314,65,345
1315,120,71
1316,250,355
1317,70,345
1318,119,274
1319,85,310
1320,150,175
1321,240,312
1322,75,128
1323,99,318
1324,175,310
1325,94,354
1326,140,316
1327,375,0
1328,160,345
1329,65,332
1330,100,272
1331,135,337
1332,125,65
1333,135,364
1334,35,335
1335,155,365
1336,175,306
1337,95,18
1338,90,307
1339,100,360
1340,220,269
1341,60,32
1342,135,40
1343,140,109
1344,299,345
1345,199,309
1346,34,29
1347,95,273
1348,105,359
1349,98,343
1350,79,308
1351,78,358
1352,175,342
1353,175,364
1354,80,65
1355,65,313
1356,23,358
1357,175,364
1358,175,90
1359,75,320
1360,115,143
1361,125,84
1362,145,249
1363,98,5
1364,135,356
1365,89,31
1366,150,361
1367,90,68
1368,150,355
1369,95,347
1370,99,356
1371,130,328
1372,175,8
1373,155,170
1374,65,280
1375,150,9
1376,225,332
1377,175,272
1378,98,105
1379,40,30
1380,80,153
1381,105,273
1382,325,303
1383,88,44
1384,100,146
1385,146,29
1386,109,326
1387,199,129
1388,279,59
1389,90,354
1390,150,117
1391,120,40
1392,189,318
1393,120,327
1394,99,277
1395,188,297
1396,300,355
1397,200,363
1398,225,298
1399,50,33
1400,109,18
1401,109,355
1402,229,49
1403,1200,286
1404,599,354
1405,75,340
1406,380,363
1407,115,336
1408,75,336
1409,32,288
1410,90,82
1411,380,365
1412,85,357
1413,110,361
1414,156,238
1415,89,88
1416,500,0
1417,225,259
1418,200,361
1419,119,296
1420,95,42
1421,180,276
1422,175,217
1423,249,333
1424,295,341
1425,249,333
1426,119,210
1427,98,33
1428,90,69
1429,75,319
1430,249,188
1431,110,273
1432,108,336
1433,99,337
1434,155,351
1435,329,327
1436,95,249
1437,125,17
1438,189,356
1439,329,332
1440,99,352
1441,299,103
1442,49,356
1443,100,359
1444,125,71
1445,92,174
1446,165,89
1447,119,45
1448,120,12
1449,85,0
1450,79,29
1451,110,40
1452,142,365
1453,139,364
1454,250,362
1455,49,365
1456,150,310
1457,99,4
1458,95,92
1459,114,176
1460,80,303
1461,70,279
1462,139,342
1463,95,20
1464,101,245
1465,198,84
1466,80,291
1467,83,354
1468,94,324
1469,104,172
1470,69,357
1471,70,178
1472,279,365
1473,199,362
1474,60,365
1475,59,360
1476,100,360
1477,75,320
1478,379,361
1479,120,150
1480,169,212
1481,49,360
1482,69,357
1483,126,334
1484,120,127
1485,125,334
1486,110,326
1487,110,265
1488,59,351
1489,250,365
1490,125,362
1491,65,364
1492,245,22
1493,130,336
1494,125,361
1495,119,159
1496,90,132
1497,150,273
1498,100,349
1499,239,365
1500,94,203
1501,55,361
1502,94,22
1503,275,358
1504,100,27
1505,160,341
1506,75,359
1507,85,281
1508,75,356
1509,250,25
1510,70,365
1511,228,338
1512,69,330
1513,65,330
1514,130,341
1515,69,66
1516,102,76
1517,99,60
1518,88,362
1519,80,336
1520,89,275
1521,90,352
1522,55,354
1523,70,342
1524,75,275
1525,60,347
1526,75,211
1527,300,0
1528,60,363
1529,150,275
1530,125,346
1531,50,249
1532,150,359
1533,1200,0
1534,45,365
1535,89,365
1536,75,299
1537,65,363
1538,55,332
1539,67,78
1540,1000,8
1541,129,358
1542,55,47
1543,89,275
1544,75,343
1545,150,357
1546,500,0
1547,400,28
1548,150,0
1549,67,72
1550,400,360
1551,299,0
1552,42,283
1553,1200,0
1554,89,276
1555,150,275
1556,42,294
1557,85,341
1558,300,12
1559,100,83
1560,80,253
1561,125,316
1562,115,362
1563,84,60
1564,110,351
1565,75,280
1566,40,69
1567,88,47
1568,50,284
1569,120,358
1570,185,94
1571,150,365
1572,57,322
1573,94,10
1574,100,353
1575,89,167
1576,80,69
1577,85,344
1578,90,345
1579,72,357
1580,65,67
1581,65,353
1582,97,343
1583,55,356
1584,90,280
1585,45,286
1586,120,365
1587,99,312
1588,100,365
1589,150,305
1590,32,348
1591,140,135
1592,59,353
1593,63,141
1594,85,365
1595,1250,283
1596,98,363
1597,299,310
1598,520,365
1599,72,350
1600,200,82
1601,64,365
1602,55,365
1603,70,363
1604,85,181
1605,120,178
1606,75,360
1607,150,120
1608,275,273
1609,215,7
1610,85,360
1611,90,353
1612,60,245
1613,99,348
1614,89,296
1615,395,361
1616,78,364
1617,180,139
1618,200,350
1619,145,28
1620,134,347
1621,75,320
1622,100,65
1623,95,246
1624,67,330
1625,260,291
1626,75,320
1627,60,176
1628,65,228
1629,89,0
1630,70,84
1631,99,331
1632,99,347
1633,65,339
1634,85,74
1635,70,94
1636,49,340
1637,70,286
1638,145,298
1639,125,362
1640,75,7
1641,50,334
1642,45,232
1643,125,291
1644,45,336
1645,100,241
1646,119,352
1647,95,70
1648,60,307
1649,77,327
1650,500,364
1651,50,0
1652,59,359
1653,110,328
1654,30,348
1655,95,212
1656,91,351
1657,283,327
1658,125,332
1659,283,326
1660,96,323
1661,84,341
1662,90,63
1663,73,327
1664,60,335
1665,62,363
1666,240,329
1667,223,357
1668,150,360
1669,60,150
1670,97,258
1671,35,55
1672,250,120
1673,90,358
1674,60,346
1675,95,311
1676,68,332
1677,68,337
1678,90,274
1679,128,336
1680,79,277
1681,72,357
1682,55,0
1683,165,365
1684,100,0
1685,65,321
1686,120,0
1687,80,335
1688,128,249
1689,75,335
1690,75,348
1691,240,20
1692,60,83
1693,100,91
1694,140,365
1695,120,0
1696,40,276
1697,65,306
1698,70,35
1699,165,287
1700,119,86
1701,34,335
1702,200,275
1703,100,334
1704,50,124
1705,155,133
1706,85,338
1707,125,365
1708,125,365
1709,109,280
1710,52,348
1711,250,365
1712,139,258
1713,84,363
1714,100,365
1715,69,291
1716,90,358
1717,115,322
1718,50,51
1719,60,2
1720,50,33
1721,89,360
1722,240,347
1723,68,280
1724,65,337
1725,395,35
1726,525,0
1727,100,365
1728,75,22
1729,120,195
1730,91,167
1731,112,196
1732,70,67
1733,125,300
1734,100,345
1735,79,307
1736,150,341
1737,165,364
1738,140,89
1739,159,106
1740,89,30
1741,99,207
1742,150,175
1743,75,11
1744,66,261
1745,110,17
1746,100,335
1747,165,364
1748,75,365
1749,102,344
1750,190,365
1751,84,38
1752,110,337
1753,350,363
1754,1000,0
1755,85,365
1756,85,275
1757,110,351
1758,92,274
1759,75,259
1760,50,318
1761,125,103
1762,300,8
1763,45,102
1764,110,197
1765,158,20
1766,130,116
1767,150,156
1768,120,279
1769,85,111
1771,300,281
1772,103,308
1773,235,335
1774,85,319
1775,50,72
1776,100,362
1777,92,321
1778,85,288
1779,30,42
1780,90,147
1781,49,20
1782,250,336
1783,225,333
1784,128,202
1785,84,285
1786,49,357
1787,99,314
1788,84,69
1789,86,365
1790,130,365
1791,135,352
1793,119,360
1794,80,0
1795,140,347
1796,84,323
1797,50,14
1798,230,282
1799,215,361
1800,77,365
1801,60,345
1802,65,60
1803,150,203
1804,64,193
1805,125,294
1806,60,349
1807,330,356
1808,65,153
1809,112,364
1810,75,365
1811,90,249
1812,180,321
1813,65,348
1814,55,49
1815,75,17
1816,75,274
1817,68,361
1818,65,163
1819,10,362
1820,70,275
1821,80,42
1822,70,123
1823,65,326
1824,76,353
1825,89,336
1826,45,139
1827,135,261
1828,55,359
1829,65,10
1830,100,286
1831,95,349
1832,65,154
1833,82,365
1834,80,350
1835,84,222
1836,71,354
1837,155,358
1838,65,349
1839,60,224
1840,55,365
1841,45,364
1842,215,342
1843,89,356
1844,120,337
1845,37,78
1846,95,364
1847,45,364
1848,45,337
1849,70,139
1850,65,315
1851,180,344
1852,79,258
1853,65,102
1854,45,365
1855,70,21
1856,100,364
1857,120,90
1858,45,331
1859,95,91
1860,125,0
1861,110,350
1862,65,314
1863,45,349
1864,75,365
1865,50,120
1866,260,208
1867,1500,2
1868,200,0
1869,250,359
1870,30,266
1871,150,365
1872,95,292
1873,200,365
1874,60,72
1875,175,365
1876,99,365
1877,90,344
1878,65,365
1879,99,365
1880,99,365
1881,70,356
1883,100,365
1884,99,290
1885,60,123
1886,99,365
1887,160,121
1888,60,294
1889,55,345
1890,65,365
1891,75,365
1892,35,356
1893,47,359
1894,115,4
1895,150,14
1896,97,357
1897,119,339
1898,68,344
1899,80,82
1900,95,291
1901,125,365
1902,125,87
1903,55,302
1904,200,365
1905,160,311
1906,135,122
1907,145,0
1908,59,288
1909,130,365
1910,135,239
1911,78,364
1912,90,336
1913,58,291
1914,76,365
1915,42,281
1916,333,0
1917,55,285
1918,50,334
1919,58,200
1920,51,290
1921,68,363
1922,199,179
1923,75,365
1924,76,353
1925,71,163
1926,90,336
1927,60,49
1928,75,352
1929,76,288
1930,49,363
1931,59,358
1932,50,350
1933,53,365
1934,70,351
1935,41,359
1936,65,365
1937,45,285
1938,56,215
1939,65,358
1940,65,347
1941,28,336
1942,1000,365
1943,129,196
1944,49,365
1945,100,365
1946,76,365
1947,50,87
1948,175,215
1949,80,300
1950,117,358
1951,40,338
1952,52,308
1953,75,336
1954,100,335
1955,59,355
1956,209,357
1957,69,178
1958,60,46
1959,54,45
1960,20,349
1961,50,38
1962,214,341
1963,69,305
1964,399,0
1965,70,358
1966,60,49
1967,50,365
1968,54,43
1969,85,365
1970,65,300
1971,75,276
1972,45,365
1973,275,365
1974,55,22
1975,215,361
1976,80,322
1977,50,305
1978,89,88
1979,105,342
1980,105,138
1981,20,355
1982,79,365
1983,59,351
1984,190,294
1985,98,288
1986,145,317
1987,53,335
1988,275,274
1989,120,55
1990,90,365
1991,100,9
1992,90,83
1993,100,345
1994,100,311
1995,110,19
1996,125,236
1997,180,323
1998,83,349
1999,137,355
2000,100,363
2001,135,0
2002,398,335
2003,150,336
2004,100,348
2005,100,14
2006,325,287
2007,90,0
2008,270,342
2009,70,6
2010,350,30
2011,195,129
2012,105,308
2013,99,361
2014,93,72
2015,130,69
2016,135,310
2017,130,342
2018,100,310
2019,135,90
2020,149,320
2021,190,338
2022,130,281
2023,107,339
2024,100,249
2025,159,314
2026,179,332
2027,138,308
2028,140,341
2029,150,46
2030,150,341
2031,70,360
2032,150,337
2033,120,361
2034,125,308
2035,100,307
2036,230,335
2037,94,290
2038,110,270
2039,85,153
2040,47,7
2041,399,347
2042,290,349
2043,90,335
2044,154,4
2045,134,20
2046,85,347
2047,129,333
2048,250,321
2049,179,338
2050,115,0
2051,89,277
2052,95,364
2053,89,255
2054,679,178
2055,150,349
2056,220,274
2057,62,345
2058,129,68
2059,120,27
2060,125,164
2061,125,330
2062,120,344
2063,55,328
2064,59,275
2065,95,330
2066,79,289
2067,85,341
2068,285,93
2069,70,330
2070,100,301
2071,72,324
2072,89,30
2073,75,0
2074,2822,11
2075,85,360
2076,189,365
2078,118,294
2079,75,279
2080,79,318
2081,77,309
2082,84,0
2083,95,356
2084,80,12
2085,195,244
2086,110,0
2087,225,64
2088,325,365
2089,250,123
2090,95,333
2091,75,348
2092,225,154
2093,80,352
2094,137,136
2095,98,257
2096,149,336
2097,250,294
2098,150,288
2099,168,140
2100,59,278
2101,80,0
2102,80,73
2103,126,292
2104,125,238
2105,100,97
2106,100,347
2107,499,134
2108,195,364
2109,100,311
2110,125,68
2111,145,255
2112,175,22
2113,199,339
2114,75,277
2115,130,14
2116,150,282
2117,220,224
2118,75,83
2119,115,338
2120,119,353
2121,225,349
2122,125,306
2123,124,303
2124,95,357
2125,59,359
2126,149,275
2127,99,106
2128,95,274
2129,126,300
2130,64,47
2131,299,324
2132,35,309
2133,50,292
2134,179,178
2135,70,238
2136,125,182
2137,180,362
2138,79,320
2139,75,343
2140,100,88
2141,80,75
2142,300,365
