MES,ANYO,IDSEC,ORDEN_VIAJE,ORDEN_REP,CCAADEST,PROVDEST,PAISDEST,DESTESP,MOTIV,TIPOVIAJ,NPERNOC,NPERNOC_CORR,VIAJA_SOLO,VIAJA_PAREJA,VIAJA_HIJOS,VIAJA_OTROSFAMILIARES,VIAJA_AMIGOS,VIAJA_COMPTRABAJO,ALOJAPRIN,NESTR_PPAL,TRANSPRIN,LOW_COST,AVE,PAQUETE,PAQ_TRANSP,PAQ_ALOJA,PAQ_COMBEB,PAQ_ACT,BLOQUE_ETAPAS,IMPU_PARCIAL,PAGO_ALOJA,PAGO_TRANS,PAGO_MANUT,GASTO_PAQ,GASTOFI_PAQ,GASTO_ALOJA,GASTOFI_ALOJA,GASTO_TRANS,GASTOFI_TRANS,GASTO_BAREST,GASTOFI_BAREST,GASTO_ACT,GASTOFI_ACT,GASTO_BIENDUR,GASTOFI_BIENDUR,GASTO_RESTO,GASTOFI_RESTO,GASTOFI_TOTAL,ACTI_GOLF,ACTI_DEPOR,ACTI_NAVEGA,ACTI_OTROSNAUTICOS,ACTI_CAZA,ACTI_SENDER,ACTI_AVENTURA,ACTI_CABALLO,ACTI_OTROSDEPORTES,ACTI_ESPECDEPOR,ACTI_VISITASCULTU,ACTI_ESPECULTU,ACTI_OTRASCULTU,ACTI_CIUDADES,ACTI_RURALES,ACTI_TEMATICOS,ACTI_RELAX,ACTI_JUEGOS,ACTI_GASTRO,ACTI_DIVER,ACTI_RELIGION,ACTI_CONGRESOS,ACTI_AREASNATU,ACTI_PLAYA,ACTI_FAMILIA,ACTI_COMPRAS,GRADO_SATISF,FIDELIDAD_DEST,MIEMV,MIEMV_15MAS,MIEMV_15MENOS,SEXO,EDAD,CCAA_RESIDENCIA,TAMAMU,URBA,PAISNAC,NACION,PAISNACIO,ECIVIL,CONV,NIVELEST,RELAECON,MH,INGR_HOG,CORR15_VT,FACTORVI_15MAS,FACTORVI_TOT,FACTORGAS_TOT
02,2015,00021,01,01,09,08,108,1,02,02,2,2,0,1,1,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"10,87",1,"26,25",1,"13,86",6,0,6,0,"50,98",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08,1,3,2,1,2,046,09,4,2,1,1,1,2,1,4,1,3,3,"1,713964","5772,04876","9893,083781","7832,566271"
02,2015,00023,01,02,12,27,108,1,04,02,3,3,0,1,1,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"15,33",1,"55,23",6,0,6,0,1,"23,46","94,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,08,1,2,1,1,2,044,03,1,1,1,1,1,1,3,4,1,2,3,"2,368603","521,570277","1235,392924","878,481601"
02,2015,00029,02,01,04,07,108,1,02,02,1,1,0,0,0,0,1,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"35,63",6,0,6,0,6,0,6,0,"35,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,1,1,0,2,046,04,1,1,1,1,1,1,3,4,1,2,5,1,"188,609423","188,609423","188,609423"
02,2015,00031,01,04,13,28,108,1,16,03,2,2,1,0,0,0,0,0,09,,05,,,6,,,,,6,6,1,1,1,6,0,1,"42,19",1,"69,29",1,"40,48",6,0,6,0,6,0,"151,96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,1,1,0,1,035,06,3,2,1,1,1,1,3,4,1,1,5,1,"415,797449","415,797449","415,797449"
02,2015,00035,01,01,03,33,108,1,05,02,1,1,0,0,0,0,1,0,01,3,09,,,6,,,,,6,6,,,,6,0,1,"67,11",1,"41,36",6,0,6,0,6,0,6,0,"108,47",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09,1,1,1,0,1,015,06,5,2,1,1,1,1,3,,,3,3,1,"648,502817","648,502817","648,502817"
02,2015,00038,01,01,01,11,108,1,08,02,1,1,0,0,0,1,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"23,37",6,0,6,0,6,0,1,"16,88","40,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,1,0,2,023,18,2,1,1,1,1,1,3,4,4,1,1,1,"61,547565","61,547565","61,547565"
02,2015,00039,01,01,01,18,108,1,05,02,1,1,0,0,1,0,0,0,01,4,05,,,1,6,1,1,6,6,6,,,,1,"52,25",6,0,1,"33,08",1,"35,7",1,"72,29",6,0,6,0,"193,32",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,09,1,3,1,2,1,036,08,2,1,1,1,1,2,1,4,1,5,5,"3,300657","3048,070089","10060,633876","6554,351983"
02,2015,00046,01,01,16,20,108,1,02,02,1,1,0,0,0,0,1,0,05,,05,,,6,,,,,6,6,,,,6,0,1,"33,54",1,"15,95",1,"28,3",6,0,6,0,6,0,"77,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,07,6,1,1,0,2,045,17,1,1,1,1,1,1,3,4,1,1,2,1,"154,490535","154,490535","154,490535"
02,2015,00050,01,01,07,05,108,1,15,02,2,2,0,1,0,0,0,0,05,,05,,,6,,,,,6,6,,,,6,0,1,"111,51",1,"39,86",1,"61,86",6,0,6,0,6,0,"213,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,024,13,1,1,1,1,1,1,3,4,4,4,4,1,"6168,764555","6168,764555","6168,764555"
02,2015,00057,01,01,01,29,108,1,08,02,1,1,0,1,0,0,0,0,10,,05,,,6,,,,,6,6,,,,6,0,6,0,6,0,1,"14,39",6,0,6,0,1,"10,41","24,8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,2,2,0,2,052,01,1,1,1,1,1,2,1,4,1,4,4,1,"4460,704424","4460,704424","4460,704424"
02,2015,00058,01,01,01,04,108,1,03,10,10,10,1,0,0,0,0,0,01,4,05,,,6,,,,,6,6,,,,6,0,1,"620,39",1,"80,06",1,"222,56",1,"12,63",6,0,1,"90,92","1026,56",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08,1,1,1,0,2,059,10,1,1,1,1,1,2,1,4,3,2,4,1,"1488,129412","1488,129412","1488,129412"
02,2015,00059,01,05,02,50,108,1,08,02,1,1,0,1,0,0,0,0,10,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"8,54",1,"21,37",6,0,6,0,6,0,"29,91",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,2,2,0,1,065,02,1,1,1,1,1,2,1,4,3,3,6,1,"1297,605154","1297,605154","1297,605154"
02,2015,00061,01,01,11,10,108,1,08,10,6,6,0,0,0,0,1,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"40,59",1,"69,3",6,0,6,0,6,0,"109,89",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,1,1,0,1,026,11,5,3,1,1,1,1,3,4,2,3,2,1,"1681,140422","1681,140422","1681,140422"
02,2015,00078,01,02,07,40,108,1,08,02,1,1,0,1,1,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"11,75",1,"29,36",6,0,6,0,6,0,"41,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,4,2,2,2,047,13,3,2,1,1,1,2,1,4,1,4,5,"2,356724","2929,973933","6905,139888","4917,556911"
02,2015,00089,01,01,00,00,001,6,07,02,2,2,0,0,0,0,1,0,01,3,01,1,,6,,,,,6,6,,,,6,0,1,"115,16",1,"94,9",1,"105,12",1,"27,59",6,0,1,"46,01","388,78",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,08,1,1,1,0,2,056,13,1,1,1,1,1,5,3,4,1,3,4,1,"2853,831472","2853,831472","2853,831472"
02,2015,00094,01,03,03,33,108,1,07,02,1,1,0,1,0,0,0,0,10,,05,,,6,,,,,6,1,,,,6,0,6,0,1,"3,05",6,0,6,0,6,0,1,"9,82","12,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,030,03,2,1,1,1,1,1,3,2,1,2,3,1,"675,056006","675,056006","675,056006"
02,2015,00097,01,01,05,35,108,1,08,10,7,7,0,1,1,0,0,0,11,,01,1,,6,,,,,6,6,,,,6,0,6,0,1,"258,59",1,"129,17",6,0,6,0,6,0,"387,76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,3,2,1,1,034,12,5,3,1,1,1,2,1,3,1,3,3,"1,580704","2249,43292","3555,687614","2902,560267"
02,2015,00100,01,02,01,18,108,1,08,02,1,1,0,1,1,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"27,13",6,0,1,"17,58",6,0,6,0,"44,71",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,4,2,2,2,045,08,4,3,1,1,1,2,1,4,1,4,5,"2,150329","1211,295806","2604,684499","1907,990152"
02,2015,00106,01,01,10,12,108,1,02,02,1,1,0,1,0,0,0,0,01,4,05,,,6,,,,,6,6,,,,6,0,1,"51,91",1,"19,98",1,"27,57",6,0,6,0,6,0,"99,46",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,07,1,2,2,0,1,058,09,3,2,1,1,1,2,1,4,1,2,2,1,"3138,447134","3138,447134","3138,447134"
02,2015,00107,01,01,01,11,108,1,04,10,10,10,0,1,0,0,0,0,01,4,05,,,6,,,,,6,6,,,,6,0,1,"299,61",1,"119,97",1,"319,29",6,0,6,0,6,0,"738,87",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,09,1,2,2,0,2,055,12,3,2,1,1,1,2,1,3,4,4,3,1,"6462,944634","6462,944634","6462,944634"
02,2015,00109,01,01,00,00,001,6,02,02,3,3,0,0,1,0,0,0,11,,01,1,,6,,,,,6,6,,,,6,0,6,0,1,"120,75",1,"55,3",1,"16,08",6,0,1,"64,33","256,46",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,09,1,2,2,0,2,050,09,2,1,1,1,1,5,3,4,1,2,3,1,"2402,340581","2402,340581","2402,340581"
02,2015,00112,01,02,16,48,108,1,08,02,1,1,0,1,0,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"29,29",6,0,6,0,6,0,1,"17,69","46,98",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,2,2,0,2,053,15,4,2,1,1,1,2,1,4,1,2,3,1,"567,972073","567,972073","567,972073"
02,2015,00119,03,02,13,28,108,1,08,02,2,2,0,0,0,1,0,0,01,5,01,6,,6,,,,,6,1,,,,6,0,1,"66,24",1,"54,26",1,"70,52",1,"20,49",6,0,1,"34,18","245,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,2,015,06,1,1,1,1,1,1,3,,,3,6,1,"1257,765025","1257,765025","1257,765025"
02,2015,00123,01,01,12,15,108,1,18,03,3,3,0,0,0,0,0,1,02,,05,,,6,,,,,6,6,1,1,1,6,0,1,"108,77",1,"102,19",1,"89,14",6,0,6,0,6,0,"300,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,043,13,1,1,1,1,1,2,1,4,1,4,3,1,"3544,179821","3544,179821","3544,179821"
02,2015,00135,01,01,07,37,108,1,02,10,6,6,0,1,0,0,0,0,01,4,05,,,6,,,,,6,6,,,,6,0,1,"174,23",1,99,1,"195,88",1,"63,47",6,0,6,0,"532,58",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,08,6,2,2,0,1,058,16,4,2,1,1,1,2,1,2,1,2,4,1,"1702,905928","1702,905928","1702,905928"
02,2015,00137,01,01,01,14,108,1,08,10,10,10,1,0,0,0,0,0,11,,10,,1,6,,,,,6,6,,,,6,0,6,0,1,"94,24",1,"110,11",6,0,6,0,1,"101,63","305,98",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,1,1,0,2,028,10,2,1,1,1,1,1,3,4,2,2,1,1,"2290,052185","2290,052185","2290,052185"
02,2015,00161,01,02,11,06,108,1,08,10,4,4,0,1,1,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"77,47",6,0,6,0,6,0,6,0,"77,47",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,4,2,2,1,033,11,5,3,1,1,1,1,2,2,2,4,1,"2,236954","2337,637183","5229,186848","3783,412016"
02,2015,00165,01,01,12,15,108,1,08,10,3,3,1,0,0,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"46,22",6,0,6,0,6,0,6,0,"46,22",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,1,0,1,030,12,4,2,1,1,1,1,3,4,2,1,1,1,"1407,921713","1407,921713","1407,921713"
02,2015,00168,01,01,13,28,108,1,08,10,5,5,1,0,0,0,0,0,11,,01,1,,6,,,,,6,6,,,,6,0,6,0,1,"145,59",6,0,6,0,6,0,1,"84,54","230,13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,1,0,2,035,04,1,1,1,1,1,1,2,4,1,2,4,1,"1959,846835","1959,846835","1959,846835"
02,2015,00177,01,03,15,31,108,1,08,10,2,2,0,1,1,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"18,16",1,"26,86",6,0,6,0,6,0,"45,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,4,2,2,2,034,15,5,3,1,1,1,2,1,3,4,4,2,"2,117964","1245,174019","2637,233746","1941,203883"
02,2015,00178,01,01,10,46,108,1,18,03,6,6,1,0,0,0,0,0,01,4,05,,,6,,,,,6,6,1,1,1,6,0,1,"310,16",1,"146,04",1,"232,04",6,0,6,0,6,0,"688,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,049,09,2,1,1,1,1,1,3,4,1,1,2,1,"2371,310045","2371,310045","2371,310045"
02,2015,00182,01,01,13,28,108,1,18,03,2,2,1,0,0,0,0,0,01,3,05,,,6,,,,,6,6,1,1,1,6,0,1,"92,56",1,"103,33",1,"76,34",6,0,6,0,6,0,"272,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,048,14,3,3,1,1,1,2,1,2,1,4,3,1,"2692,194127","2692,194127","2692,194127"
02,2015,00183,01,04,09,43,108,1,08,02,2,2,1,0,0,0,0,0,11,,10,,6,6,,,,,6,6,,,,6,0,6,0,1,"8,78",1,"74,79",6,0,6,0,6,0,"83,57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,1,1,0,1,053,09,2,1,1,1,1,1,3,3,1,1,5,1,"2803,259701","2803,259701","2803,259701"
02,2015,00195,01,01,00,00,001,6,05,02,2,2,0,0,0,0,1,0,11,,01,1,,6,,,,,6,6,,,,6,0,6,0,1,"204,52",1,"115,05",1,"86,74",6,0,6,0,"406,31",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,08,1,1,1,0,1,032,13,1,1,1,1,1,1,3,4,1,3,6,1,"4595,197701","4595,197701","4595,197701"
02,2015,00197,01,01,13,28,108,1,08,02,1,1,0,1,0,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"36,32",6,0,6,0,6,0,6,0,"36,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,2,2,0,2,054,07,5,3,1,1,1,2,1,2,1,2,2,1,"778,128875","778,128875","778,128875"
02,2015,00199,01,02,05,35,108,1,03,10,2,2,0,1,0,0,0,0,02,,05,,,6,,,,,6,6,,,,6,0,1,"73,8",1,"11,23",1,"68,09",6,0,6,0,6,0,"153,12",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0,2,022,05,2,2,1,1,1,1,3,3,4,5,3,1,"5089,178026","5089,178026","5089,178026"
02,2015,00201,01,01,13,28,108,1,12,10,1,1,1,0,0,0,0,0,10,,09,,,6,,,,,6,6,,,,6,0,6,0,1,"16,91",1,"20,05",6,0,6,0,6,0,"36,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,058,07,5,3,1,1,1,2,1,2,4,2,4,1,"2169,994626","2169,994626","2169,994626"
02,2015,00203,01,01,07,24,108,1,08,10,40,20,0,1,0,0,0,0,10,,05,,,6,,,,,6,1,,,,6,0,6,0,1,"38,09",1,"225,01",6,0,1,300,6,0,"563,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,056,03,1,1,1,1,1,2,3,3,2,1,4,1,"310,888869","310,888869","310,888869"
02,2015,00210,01,01,10,46,108,1,08,10,13,13,0,1,0,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"67,56",1,"160,3",6,0,6,0,1,"149,43","377,29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,2,2,0,2,067,13,1,1,1,1,1,2,1,2,4,2,9,1,"2670,192058","2670,192058","2670,192058"
02,2015,00219,01,01,14,30,108,1,06,02,2,2,0,0,0,0,1,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"11,46",1,"46,81",6,0,6,0,6,0,"58,27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,09,1,1,1,0,2,028,14,2,2,1,1,1,1,3,4,1,4,9,1,"3094,220099","3094,220099","3094,220099"
02,2015,00220,01,01,13,28,108,1,08,02,2,2,1,0,0,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"10,33",1,"25,02",6,0,6,0,6,0,"35,35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,1,0,1,017,13,1,1,1,1,1,1,3,2,4,3,4,1,"4617,438262","4617,438262","4617,438262"
02,2015,00223,01,01,10,46,108,1,02,02,2,2,0,1,1,0,0,0,03,,05,,,6,,,,,6,6,,,,6,0,1,"74,07",1,"43,5",1,"51,9",1,"37,28",6,0,6,0,"206,75",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,08,6,3,2,1,1,038,07,1,1,2,2,2,1,2,2,1,3,2,"1,549681","4388,591988","6800,917621","5594,754805"
02,2015,00230,01,01,05,35,108,1,07,02,2,2,0,1,0,0,0,0,05,,05,,,6,,,,,6,6,,,,6,0,1,"30,66",1,"5,71",1,"34,58",6,0,6,0,1,"17,9","88,85",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10,1,2,2,0,2,057,05,4,2,1,1,1,2,1,4,1,2,5,1,"829,129617","829,129617","829,129617"
02,2015,00247,01,01,12,15,108,1,08,02,2,2,1,0,0,0,0,0,09,,05,,,6,,,,,6,6,,,,6,0,1,"39,68",1,"23,36",1,"36,45",1,"8,23",6,0,1,"16,47","124,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,1,0,1,034,12,5,3,1,1,1,1,3,4,1,3,3,1,"2028,218066","2028,218066","2028,218066"
02,2015,00249,01,01,07,09,108,1,08,02,2,2,1,0,0,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"18,75",1,"31,97",6,0,6,0,6,0,"50,72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,1,0,2,053,16,4,2,1,1,1,4,3,2,1,3,3,1,"1560,91667","1560,91667","1560,91667"
02,2015,00254,01,02,01,11,108,1,01,01,2,2,0,1,0,0,0,0,10,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"11,55",1,"28,34",6,0,6,0,1,"10,87","50,76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,09,1,2,2,0,1,063,01,1,1,1,1,1,2,1,2,3,2,4,1,"2424,616315","2424,616315","2424,616315"
02,2015,00265,01,01,14,30,108,1,08,10,20,20,0,1,0,0,0,0,11,,09,,,6,,,,,6,6,,,,6,0,6,0,1,"116,41",1,"297,37",6,0,6,0,6,0,"413,78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,2,0,2,066,18,2,1,1,1,1,2,1,1,4,2,2,1,"256,999029","256,999029","256,999029"
02,2015,00270,02,01,02,22,108,1,03,01,4,4,0,1,0,0,0,0,10,,05,,,6,,,,,6,1,,,,6,0,6,0,1,"51,06",6,0,6,0,6,0,1,"68,47","119,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,062,02,1,1,1,1,1,2,1,4,4,2,3,1,"1036,770702","1036,770702","1036,770702"
02,2015,00272,01,01,09,43,108,1,08,02,1,1,0,0,1,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"24,81",6,0,6,0,6,0,6,0,"24,81",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,2,2,0,1,046,09,2,1,1,1,1,5,3,3,1,2,2,1,"7175,470464","7175,470464","7175,470464"
02,2015,00275,01,01,05,38,108,1,08,02,2,2,0,1,0,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"17,66",1,"40,69",6,0,6,0,6,0,"58,35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,1,1,0,1,033,05,1,1,1,1,1,1,3,4,1,4,4,1,"4961,748971","4961,748971","4961,748971"
02,2015,00279,01,01,00,00,001,6,07,10,3,3,1,0,0,0,0,0,01,4,01,6,,6,,,,,6,1,,,,6,0,1,"140,59",1,"139,29",1,"164,39",1,"43,14",6,0,1,"71,95","559,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,080,13,1,1,1,1,1,1,3,4,3,1,9,1,"1215,854052","1215,854052","1215,854052"
02,2015,00292,01,01,00,00,001,6,07,02,3,3,0,1,0,0,0,0,01,8,01,1,,6,,,,,6,6,,,,6,0,1,"145,14",1,169,1,"159,55",1,"99,7",6,0,6,0,"573,39",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10,1,2,2,0,2,038,07,1,1,1,1,1,2,1,4,1,2,5,1,"3129,743381","3129,743381","3129,743381"
02,2015,00293,01,01,13,28,108,1,08,10,3,3,1,0,0,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,6,0,1,"61,3",6,0,6,0,1,"53,64","114,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,1,0,2,072,13,1,1,1,1,1,4,3,1,3,1,2,1,"2008,866985","2008,866985","2008,866985"
02,2015,00295,01,02,11,06,108,1,15,02,2,2,1,0,0,0,0,0,11,,09,,,6,,,,,6,6,,,,6,0,6,0,1,"25,63",1,"37,31",6,0,6,0,6,0,"62,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,037,11,2,1,1,1,1,1,3,4,1,1,2,1,"585,904678","585,904678","585,904678"
02,2015,00296,01,01,08,45,108,1,08,02,2,2,0,1,0,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"13,4",1,"23,42",6,0,6,0,1,"17,46","54,28",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,2,2,0,1,030,13,1,1,1,1,1,1,2,2,1,2,4,1,"2567,032657","2567,032657","2567,032657"
02,2015,00299,01,01,01,18,108,1,02,10,5,5,0,1,0,0,1,0,01,8,01,8,,1,1,1,1,1,6,6,,,,1,"272,27",6,0,6,0,1,"105,4",6,0,6,0,6,0,"377,67",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,09,1,2,2,0,1,069,04,5,3,1,1,1,2,1,1,3,3,2,1,"3547,00206","3547,00206","3547,00206"
02,2015,00301,02,01,16,48,108,1,08,02,2,2,1,0,0,0,0,0,11,,05,,,6,,,,,6,1,,,,6,0,6,0,1,"12,68",1,"32,98",6,0,6,0,1,"19,05","64,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,048,16,4,2,1,1,1,1,3,4,1,1,3,1,"730,984581","730,984581","730,984581"
02,2015,00302,01,01,00,00,001,6,18,03,4,4,1,0,0,0,0,0,01,3,01,6,,6,,,,,6,6,1,1,1,6,0,1,"105,49",6,0,1,"129,58",1,"5,47",6,0,1,"72,87","313,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,040,09,1,1,1,1,1,2,1,4,1,4,5,1,"3476,06401","3476,06401","3476,06401"
02,2015,00308,01,01,01,14,108,1,08,02,2,2,0,1,0,0,0,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"32,14",1,"39,84",6,0,6,0,6,0,"71,98",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,2,2,0,1,033,13,1,1,1,1,1,2,1,4,1,2,4,1,"3737,056657","3737,056657","3737,056657"
02,2015,00310,04,01,07,47,108,1,18,03,2,2,1,0,0,0,0,0,01,3,05,,,6,,,,,1,6,1,1,1,6,0,1,"61,88",1,"37,32",1,"59,05",6,0,6,0,6,0,"158,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,041,07,1,1,1,1,1,2,1,4,1,2,5,1,"2306,770677","2306,770677","2306,770677"
02,2015,00311,01,01,13,28,108,1,02,10,4,4,0,1,1,0,0,0,01,4,05,,,1,6,1,6,6,6,6,,,,1,"104,42",1,"79,9",1,"51,36",1,"72,67",1,"20,04",6,0,1,"33,4","361,79",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,08,1,3,2,1,1,032,12,1,1,1,1,1,2,1,4,1,3,4,"1,580704","2077,164654","3283,382477","2680,273565"
02,2015,00313,01,01,07,09,108,1,07,10,8,8,0,0,0,1,0,0,10,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"41,87",6,0,6,0,6,0,1,"118,3","160,17",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,07,1,2,2,0,2,065,13,1,1,1,1,1,1,3,1,3,2,1,1,"3567,191023","3567,191023","3567,191023"
02,2015,00326,01,01,02,50,108,1,08,02,2,2,0,0,0,0,1,0,11,,05,,,6,,,,,6,6,,,,6,0,6,0,1,"26,24",1,"21,85",1,"24,49",6,0,6,0,"72,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,1,1,0,2,021,02,5,3,1,1,1,1,3,3,2,5,9,1,"2569,935373","2569,935373","2569,935373"
