id,price,availability_365
2700234,170,0
4611706,190,306
8419054,145,365
2103016,109,351
6043390,105,279
5560185,160,59
4142952,219,88
6043637,89,279
5879841,120,157
7789081,36,336
1966985,95,242
5970073,120,295
2513059,100,233
4849350,99,91
5294453,100,211
342208,98,238
3907276,143,0
1571112,145,260
4662957,150,176
5568862,120,293
5569363,120,292
3431279,85,349
5496664,125,4
4987922,142,269
851048,525,352
5381225,159,332
8379983,170,305
4636240,50,66
6177419,246,57
7898386,75,62
2432627,99,37
8486538,90,6
2162330,229,76
3933068,149,110
4284144,136,134
8482771,250,0
4718350,100,10
3890312,100,0
5151884,120,27
4709529,175,361
5782754,122,43
6487391,177,329
7820526,169,345
1961889,85,37
5570026,100,296
6184436,200,133
2694647,105,120
2964999,99,312
3583410,100,275
7733108,189,348
5578617,120,282
5570446,95,343
837109,150,270
2436595,175,364
1162095,150,110
7816551,160,56
1301700,79,0
2123168,85,176
6759818,150,73
1789725,90,69
1969772,100,352
6325652,150,121
8408941,100,0
2142150,215,238
22453,95,53
6515171,130,338
1198049,125,303
3360744,130,360
2478422,120,286
870948,105,0
6088740,176,307
1550495,495,319
4279890,110,328
8153301,99,152
1198315,135,333
4054058,65,274
5314716,110,2
6288706,105,334
4923534,119,220
8338969,99,272
1655517,225,361
5570591,105,296
8308059,140,329
7771546,125,52
7457615,250,60
8453546,90,271
6742510,70,295
5669372,200,272
9641,215,54
1466883,135,338
8028708,120,60
7438892,90,48
1319473,259,365
1761846,125,295
1066025,125,321
8170185,84,22
860336,99,246
4538581,100,0
5441474,149,326
1716922,168,304
1762194,99,290
6488981,120,311
6554995,120,147
7349166,121,310
5665997,229,335
3072944,85,314
1950650,300,365
7439377,75,311
7939196,177,324
2483350,95,357
1112617,125,288
2523657,89,345
5955860,175,347
2400307,100,272
7729211,150,19
6939002,100,77
6447693,300,149
269073,75,271
7414385,89,1
7938680,120,10
6885325,116,81
3236561,125,144
2919615,90,204
6103771,129,333
6089077,175,320
6472436,200,331
8389934,97,46
8570620,105,55
639189,40,175
223032,105,290
3090266,175,355
5933356,95,279
3991408,148,324
7514936,68,320
8235348,79,91
7800582,132,75
4083095,140,258
7896868,125,30
1454266,107,179
3412407,199,134
5581398,105,280
8633088,159,350
1665638,129,332
2455107,168,332
1092713,169,250
4533376,100,163
7310503,78,59
2649282,120,50
4410576,90,304
8588534,200,349
3861182,85,334
959794,85,209
2289889,125,214
3245393,150,106
4130156,90,333
2123124,99,169
7599680,139,345
4359559,174,337
1754897,99,16
7276316,150,58
8365864,66,1
7003034,84,13
5735876,100,176
8390124,700,1
4455938,110,192
3071855,85,345
8488469,41,356
6768161,109,186
8496680,175,0
8185124,80,319
1066361,150,283
7348502,299,105
8295372,499,365
2295809,100,24
211986,159,334
8505477,175,21
8505480,64,336
6973123,80,353
4725792,50,270
7629141,200,211
7730327,140,8
3861766,145,292
8391167,110,352
3329489,128,0
5806676,215,358
3554014,115,10
7813901,68,27
4332959,129,21
5569874,120,302
2719463,75,311
2808417,140,249
3389960,125,35
4217247,99,17
4668350,250,91
5570273,100,292
161913,209,342
6346855,196,338
767979,83,155
4707791,60,272
956049,67,340
7509292,125,323
5560648,95,280
1947438,695,62
6932977,120,30
1545090,150,276
4267649,135,31
8486063,126,0
6249057,101,127
1301928,135,256
7914538,135,25
6289235,179,157
2501387,220,337
4016136,100,274
2000565,99,363
8357195,110,180
451892,99,138
6011730,399,145
2954961,115,336
5581316,105,279
2432009,159,276
985788,85,330
7899851,140,32
8045100,137,29
1977530,89,334
1198433,149,279
789295,1200,359
270112,85,185
4383455,140,322
2761388,125,136
3592252,200,348
4359352,99,0
4407324,170,317
8130991,160,350
7458619,210,244
4255960,130,119
7746284,99,32
4444888,110,314
1716843,168,275
7967003,98,26
3957979,134,321
3785899,100,23
8356006,199,335
1126839,95,323
116951,98,336
7581075,70,41
3916419,130,169
3748396,140,342
4609468,69,307
7560199,75,42
8496095,175,361
17553,225,365
6587577,145,341
3783367,130,3
4948222,100,67
6070530,195,364
4899726,85,155
6374588,135,164
6169790,70,252
3065079,77,365
7807561,100,30
303723,95,347
6275754,65,345
1671904,120,71
6537975,250,355
7775008,70,345
598815,119,274
7807817,85,310
1107267,150,175
7243022,240,312
4777518,75,128
1074477,99,318
2794820,175,310
435554,94,354
5490041,140,316
3442784,375,0
7530243,160,345
6317904,65,332
1083256,100,272
3917682,135,337
7146478,125,65
4090299,135,364
1648624,35,335
6014961,155,365
8402633,175,306
7964897,95,18
4492081,90,307
4197439,100,360
4794924,220,269
7728263,60,32
710066,135,40
5363549,140,109
7331005,299,345
630062,199,309
8183201,34,29
2904953,95,273
3874273,105,359
6717232,98,343
8372075,79,308
1105883,78,358
5664763,175,342
8142152,175,364
1793310,80,65
4708195,65,313
581620,23,358
4083361,175,364
2085985,175,90
7344961,75,320
7389160,115,143
6538699,125,84
868402,145,249
8609863,98,5
1269884,135,356
8078444,89,31
672872,150,361
7109894,90,68
2215489,150,355
3670,95,347
3272292,99,356
5262416,130,328
4431363,175,8
8407556,155,170
1822506,65,280
5509120,150,9
4485179,225,332
4776833,175,272
6836294,98,105
7762592,40,30
6260852,80,153
2061043,105,273
2257144,325,303
626868,88,44
7032431,100,146
447304,146,29
800076,109,326
1960670,199,129
1537421,279,59
4562350,90,354
6383776,150,117
6721804,120,40
840877,189,318
898877,120,327
423149,99,277
8115792,188,297
1529801,300,355
8550376,200,363
5904367,225,298
7149569,50,33
7944736,109,18
80022,109,355
7559554,229,49
1576762,1200,286
8048958,599,354
7526820,75,340
3799640,380,363
5037973,115,336
957695,75,336
973608,32,288
2325525,90,82
752705,380,365
1596506,85,357
6389428,110,361
3713559,156,238
6793843,89,88
8427983,500,0
489773,225,259
3979811,200,361
5212448,119,296
7575194,95,42
1316116,180,276
4061049,175,217
2452967,249,333
4067283,295,341
8003191,249,333
4116051,119,210
7645438,98,33
6391915,90,69
994321,75,319
3089828,249,188
284165,110,273
1766915,108,336
5404102,99,337
3755184,155,351
3476263,329,327
4734983,95,249
6877905,125,17
8667416,189,356
3089493,329,332
7384315,99,352
6835726,299,103
6313422,49,356
775298,100,359
7051543,125,71
6045187,92,174
4005653,165,89
3685178,119,45
2743363,120,12
8489054,85,0
6416063,79,29
8145316,110,40
4418356,142,365
4811626,139,364
543261,250,362
5344447,49,365
6898124,150,310
6540174,99,4
5458851,95,92
5697056,114,176
6638601,80,303
7556449,70,279
3125138,139,342
7933909,95,20
1633734,101,245
7884277,198,84
8646299,80,291
4231934,83,354
8171771,94,324
5956582,104,172
713529,69,357
3606678,70,178
4358230,279,365
4571580,199,362
3720240,60,365
7714870,59,360
7414896,100,360
8151350,75,320
25243,379,361
6865616,120,150
4464764,169,212
1205516,49,360
6571609,69,357
2762821,126,334
6285887,120,127
923157,125,334
1062050,110,326
3716721,110,265
7714880,59,351
4659301,250,365
8444041,125,362
4708735,65,364
8666111,245,22
7163781,130,336
7984443,125,361
3873605,119,159
2473539,90,132
6987067,150,273
5791160,100,349
7348190,239,365
7995245,94,203
8017218,55,361
8363955,94,22
1675904,275,358
7807308,100,27
2308761,160,341
6404202,75,359
8919,85,281
3051119,75,356
6611528,250,25
6334405,70,365
2737566,228,338
5317214,69,330
8355947,65,330
3842120,130,341
3060149,69,66
6939864,102,76
3712139,99,60
8178552,88,362
569952,80,336
5585781,89,275
8225758,90,352
1025018,55,354
1843477,70,342
6424291,75,275
8415619,60,347
5396209,75,211
8301001,300,0
7227924,60,363
5581410,150,275
8383668,125,346
912597,50,249
4002,150,359
8507015,1200,0
2969279,45,365
7892734,89,365
3576433,75,299
6590953,65,363
800227,55,332
5780387,67,78
8131716,1000,8
7837301,129,358
5396258,55,47
5585752,89,275
6601333,75,343
4455041,150,357
8256256,500,0
7790483,400,28
8445074,150,0
4612058,67,72
8141935,400,360
8470124,299,0
2768326,42,283
8472894,1200,0
5585277,89,276
5945240,150,275
6311308,42,294
6390185,85,341
8389501,300,12
1546656,100,83
316270,80,253
3206180,125,316
2361612,115,362
846668,84,60
7629135,110,351
1594221,75,280
7072404,40,69
7492927,88,47
5680993,50,284
2168459,120,358
4447996,185,94
839054,150,365
3191051,57,322
8622371,94,10
4416129,100,353
6106974,89,167
7090042,80,69
6600704,85,344
4575829,90,345
6091388,72,357
7074443,65,67
4371199,65,353
610655,97,343
7438911,55,356
4715534,90,280
3760995,45,286
8630791,120,365
3692675,99,312
865061,100,365
5116752,150,305
887461,32,348
3663,140,135
2168338,59,353
4273077,63,141
3920830,85,365
4519011,1250,283
3241116,98,363
4749216,299,310
28204,520,365
4879922,72,350
4462231,200,82
1857312,64,365
7759093,55,365
3521076,70,363
7626430,85,181
874684,120,178
8010019,75,360
3021191,150,120
3914048,275,273
3121122,215,7
4129072,85,360
6290931,90,353
7195053,60,245
7914192,99,348
3112949,89,296
1481990,395,361
6553185,78,364
6047219,180,139
6586078,200,350
7968494,145,28
4881590,134,347
685304,75,320
1048410,100,65
4964259,95,246
4870349,67,330
1083336,260,291
2560391,75,320
6810814,60,176
7132234,65,228
2861184,89,0
6852539,70,84
4034147,99,331
1911835,99,347
4704514,65,339
6144468,85,74
7031631,70,94
8596334,49,340
1018211,70,286
1827260,145,298
2727020,125,362
3099304,75,7
6810295,50,334
888029,45,232
1354619,125,291
3761001,45,336
5606999,100,241
7359527,119,352
6155318,95,70
3351,60,307
7277852,77,327
3247998,500,364
1601459,50,0
2501277,59,359
303694,110,328
2657916,30,348
5615352,95,212
2289912,91,351
24712,283,327
7045613,125,332
72454,283,326
8061487,96,323
5792741,84,341
6155371,90,63
2198232,73,327
4383031,60,335
1870185,62,363
7389557,240,329
6334955,223,357
4393756,150,360
4900352,60,150
1761974,97,258
6341924,35,55
4801880,250,120
8275380,90,358
2926011,60,346
5314321,95,311
206305,68,332
206327,68,337
3485958,90,274
2041542,128,336
5015395,79,277
4482945,72,357
2089281,55,0
951090,165,365
5810061,100,0
5742682,65,321
8473006,120,0
1242869,80,335
4704716,128,249
4745238,75,335
6880934,75,348
8051344,240,20
1169835,60,83
1865861,100,91
6165,140,365
4233183,120,0
841260,40,276
7616723,65,306
2357099,70,35
4773058,165,287
8514753,119,86
8596920,34,335
2403657,200,275
5319716,100,334
6285135,50,124
6244078,155,133
145726,85,338
705901,125,365
6690251,125,365
223922,109,280
7455058,52,348
4423821,250,365
1870946,139,258
7047454,84,363
3431194,100,365
3890435,69,291
3613485,90,358
2564704,115,322
7369156,50,51
8671686,60,2
1162711,50,33
7746325,89,360
6738004,240,347
2187594,68,280
5669165,65,337
7676154,395,35
8446143,525,0
5997677,100,365
8222951,75,22
5446856,120,195
8303994,91,167
4129295,112,196
7115991,70,67
5963536,125,300
7387956,100,345
4738633,79,307
3801025,150,341
4196757,165,364
6902155,140,89
4629566,159,106
7856309,89,30
4867256,99,207
5669181,150,175
7438730,75,11
4678307,66,261
8504698,110,17
5998643,100,335
4188276,165,364
3664217,75,365
5401210,102,344
601180,190,365
7664583,84,38
6965353,110,337
8188025,350,363
8483630,1000,0
3519858,85,365
8091170,85,275
840622,110,351
6076403,92,274
4250152,75,259
3038984,50,318
6569492,125,103
8454029,300,8
6404201,45,102
5415370,110,197
8043255,158,20
6390137,130,116
8473981,150,156
4714352,120,279
6716496,85,111
828497,,
1582034,300,281
934511,103,308
934586,235,335
